,,0
params,Stereotype Score,0.16923481068191884
params,const,-0.026657194036944387
params,_f_test,76.18514681906882
pvals,Stereotype Score,5.5233532194595605e-11
pvals,const,0.07412011709833835
pvals,_f_test,5.523353219459595e-11
std,Stereotype Score,0.019388961375676323
std,const,0.014554590535782808
statistics,adj_r2,0.6361640937348139
statistics,r2,0.6446253938805158
